ID,DATE,ELEMENT,VALUE,MFLAG,QFLAG,SFLAG,OBSTIME,ID,LATITUDE,LONGITUDE,ELEVATION,STATE,NAME,GSN_FLAG,HCN_CRN_FLAG,WMO_ID,COLUMN_9,COLUMN_10,COLUMN_11,COLUMN_12
"USC00217184","20190101","TMIN","-106","","","7","700","USC00217184","438.053","-917.500","234.7","MN","RUSHFORD","","","","","","",""
"USC00217184","20190101","TOBS","-106","","","7","700","USC00217184","438.053","-917.500","234.7","MN","RUSHFORD","","","","","","",""
"USC00217184","20190101","PRCP","8","","","7","700","USC00217184","438.053","-917.500","234.7","MN","RUSHFORD","","","","","","",""
"USC00217184","20190101","SNOW","25","","","7","","USC00217184","438.053","-917.500","234.7","MN","RUSHFORD","","","","","","",""
"USC00217184","20190101","SNWD","25","","","7","700","USC00217184","438.053","-917.500","234.7","MN","RUSHFORD","","","","","","",""
"US1INSN0033","20190101","PRCP","287","","","N","","US1INSN0033","416.524","-850.296","317.0","IN","ANGOLA","01. Jul","WNW","","","","",""
"USC00393077","20190101","TMAX","-106","","","7","","USC00393077","442.181","-1.007.194","495.0","SD","FT","PIERRE","20","SW","","","",""
"USC00393077","20190101","TMIN","-261","","","7","","USC00393077","442.181","-1.007.194","495.0","SD","FT","PIERRE","20","SW","","","",""
"US1ALBR0006","20190101","PRCP","81","","","N","","US1ALBR0006","318.826","-855.839","133.2","AL","CLAYTON","07. Aug","W","","","","",""
"USW00012909","20190101","TMAX","117","","","H","","USW00012909","293.833","-985.833","207.9","TX","SAN","ANTONIO","KELLY","AFB","","","",""
"USW00012909","20190101","TMIN","22","","","H","","USW00012909","293.833","-985.833","207.9","TX","SAN","ANTONIO","KELLY","AFB","","","",""
"USW00012909","20190101","PRCP","0","","","H","","USW00012909","293.833","-985.833","207.9","TX","SAN","ANTONIO","KELLY","AFB","","","",""
"USC00426640","20190101","TMAX","39","","","7","800","USC00426640","371.044","-1.119.000","1349.0","UT","PARIA","RS","","","","","",""
"USC00426640","20190101","TMIN","-67","","","7","800","USC00426640","371.044","-1.119.000","1349.0","UT","PARIA","RS","","","","","",""
"CA003034485","20190101","TMAX","43","","","C","","CA003034485","500.333","-1.107.167","715.0","AB","MEDICINE","HAT","RCS","GSN","71026","","",""
"CA003034485","20190101","TMIN","-132","","","C","","CA003034485","500.333","-1.107.167","715.0","AB","MEDICINE","HAT","RCS","GSN","71026","","",""
"CA003034485","20190101","PRCP","0","","","C","","CA003034485","500.333","-1.107.167","715.0","AB","MEDICINE","HAT","RCS","GSN","71026","","",""
"CA003034485","20190101","TAVG","-44","","","C","","CA003034485","500.333","-1.107.167","715.0","AB","MEDICINE","HAT","RCS","GSN","71026","","",""
"CA003034485","20190101","WDFG","22","","","C","","CA003034485","500.333","-1.107.167","715.0","AB","MEDICINE","HAT","RCS","GSN","71026","","",""
"CA003034485","20190101","WSFG","470","","","C","","CA003034485","500.333","-1.107.167","715.0","AB","MEDICINE","HAT","RCS","GSN","71026","","",""
"USC00488315","20190101","TMAX","-94","","","7","800","USC00488315","441.364","-1.106.664","2097.6","WY","SNAKE","RVR","","","","","",""
"USC00488315","20190101","TMIN","-311","","","7","800","USC00488315","441.364","-1.106.664","2097.6","WY","SNAKE","RVR","","","","","",""
"USC00488315","20190101","PRCP","0","","","7","800","USC00488315","441.364","-1.106.664","2097.6","WY","SNAKE","RVR","","","","","",""
"USC00488315","20190101","SNOW","0","","","7","","USC00488315","441.364","-1.106.664","2097.6","WY","SNAKE","RVR","","","","","",""
"USC00488315","20190101","SNWD","940","","","7","800","USC00488315","441.364","-1.106.664","2097.6","WY","SNAKE","RVR","","","","","",""
"USS0006K44S","20190101","TMAX","-29","","","T","","USS0006K44S","396.000","-1.065.400","2889.5","CO","Mccoy","Park","","","","","",""
"USS0006K44S","20190101","TMIN","-161","","","T","","USS0006K44S","396.000","-1.065.400","2889.5","CO","Mccoy","Park","","","","","",""
"USS0006K44S","20190101","TOBS","-154","","","T","","USS0006K44S","396.000","-1.065.400","2889.5","CO","Mccoy","Park","","","","","",""
"USS0006K44S","20190101","PRCP","0","","","T","","USS0006K44S","396.000","-1.065.400","2889.5","CO","Mccoy","Park","","","","","",""
"USS0006K44S","20190101","SNWD","711","","","T","","USS0006K44S","396.000","-1.065.400","2889.5","CO","Mccoy","Park","","","","","",""
"USS0006K44S","20190101","TAVG","-117","","","T","","USS0006K44S","396.000","-1.065.400","2889.5","CO","Mccoy","Park","","","","","",""
"USS0006K44S","20190101","WESD","1372","","","T","","USS0006K44S","396.000","-1.065.400","2889.5","CO","Mccoy","Park","","","","","",""
"US1MEYK0065","20190101","PRCP","234","","","N","","US1MEYK0065","432.980","-708.396","91.7","ME","NORTH","BERWICK","05. M�r","W","","","",""
"US1MEYK0065","20190101","SNOW","43","","","N","","US1MEYK0065","432.980","-708.396","91.7","ME","NORTH","BERWICK","05. M�r","W","","","",""
"US1MEYK0065","20190101","SNWD","51","","","N","","US1MEYK0065","432.980","-708.396","91.7","ME","NORTH","BERWICK","05. M�r","W","","","",""
"US1MEYK0065","20190101","WESF","119","","","N","","US1MEYK0065","432.980","-708.396","91.7","ME","NORTH","BERWICK","05. M�r","W","","","",""
"USW00093823","20190101","TMAX","61","","","H","","USW00093823","394.500","-873.000","175.3","IN","TERRE","HAUTE","CAA","AP","","","",""
"USW00093823","20190101","TMIN","22","","","H","","USW00093823","394.500","-873.000","175.3","IN","TERRE","HAUTE","CAA","AP","","","",""
"USW00093823","20190101","PRCP","0","","","H","","USW00093823","394.500","-873.000","175.3","IN","TERRE","HAUTE","CAA","AP","","","",""
"USC00211074","20190101","TMAX","-50","","","7","800","USC00211074","463.003","-925.336","381.9","MN","BRUNO","7ENE","","","","","",""
"USC00211074","20190101","TMIN","-256","","","7","800","USC00211074","463.003","-925.336","381.9","MN","BRUNO","7ENE","","","","","",""
"USC00211074","20190101","TOBS","-256","","","7","800","USC00211074","463.003","-925.336","381.9","MN","BRUNO","7ENE","","","","","",""
"USC00211074","20190101","PRCP","0","T","","7","800","USC00211074","463.003","-925.336","381.9","MN","BRUNO","7ENE","","","","","",""
"USC00211074","20190101","SNOW","0","T","","7","","USC00211074","463.003","-925.336","381.9","MN","BRUNO","7ENE","","","","","",""
"USC00211074","20190101","SNWD","330","","","7","800","USC00211074","463.003","-925.336","381.9","MN","BRUNO","7ENE","","","","","",""
"US1MNPG0004","20190101","PRCP","0","","","N","","US1MNPG0004","481.169","-961.799","343.8","MN","THIEF","RIVER","FALLS","0.3","NW","","",""
"US1MNPG0004","20190101","SNOW","0","","","N","","US1MNPG0004","481.169","-961.799","343.8","MN","THIEF","RIVER","FALLS","0.3","NW","","",""
"USW00093115","20190101","TMAX","167","","","W","","USW00093115","325.667","-1.171.167","07. M�r","CA","IMPERIAL","BEACH","REAM","FLD","NAS","","",""
"USW00093115","20190101","TMIN","44","","","W","","USW00093115","325.667","-1.171.167","07. M�r","CA","IMPERIAL","BEACH","REAM","FLD","NAS","","",""
"USW00093115","20190101","PRCP","0","T","","W","","USW00093115","325.667","-1.171.167","07. M�r","CA","IMPERIAL","BEACH","REAM","FLD","NAS","","",""
"USW00093115","20190101","AWND","36","","","W","","USW00093115","325.667","-1.171.167","07. M�r","CA","IMPERIAL","BEACH","REAM","FLD","NAS","","",""
"USW00093115","20190101","PGTM","1622","","","W","","USW00093115","325.667","-1.171.167","07. M�r","CA","IMPERIAL","BEACH","REAM","FLD","NAS","","",""
"USW00093115","20190101","WDF2","40","","","W","","USW00093115","325.667","-1.171.167","07. M�r","CA","IMPERIAL","BEACH","REAM","FLD","NAS","","",""
"USW00093115","20190101","WDF5","40","","","W","","USW00093115","325.667","-1.171.167","07. M�r","CA","IMPERIAL","BEACH","REAM","FLD","NAS","","",""
"USW00093115","20190101","WSF2","81","","","W","","USW00093115","325.667","-1.171.167","07. M�r","CA","IMPERIAL","BEACH","REAM","FLD","NAS","","",""
"USW00093115","20190101","WSF5","98","","","W","","USW00093115","325.667","-1.171.167","07. M�r","CA","IMPERIAL","BEACH","REAM","FLD","NAS","","",""
"US1VAVBC013","20190101","PRCP","23","","","N","","US1VAVBC013","367.746","-760.422","4.0","VA","VIRGINIA","BEACH","02. Apr","N","","","",""
"USC00236641","20190101","TMAX","133","","","7","700","USC00236641","377.342","-899.200","153.0","MO","PERRYVILLE","WTP","","","","","",""
"USC00236641","20190101","TMIN","44","","","7","700","USC00236641","377.342","-899.200","153.0","MO","PERRYVILLE","WTP","","","","","",""
"USC00236641","20190101","TOBS","44","","","7","700","USC00236641","377.342","-899.200","153.0","MO","PERRYVILLE","WTP","","","","","",""
"USC00236641","20190101","PRCP","191","","","7","700","USC00236641","377.342","-899.200","153.0","MO","PERRYVILLE","WTP","","","","","",""
"USC00236641","20190101","SNOW","0","","","7","","USC00236641","377.342","-899.200","153.0","MO","PERRYVILLE","WTP","","","","","",""
"USC00236641","20190101","SNWD","0","","","7","","USC00236641","377.342","-899.200","153.0","MO","PERRYVILLE","WTP","","","","","",""
"USC00401310","20190101","TMAX","200","","","7","730","USC00401310","365.803","-851.256","268.2","TN","BYRDSTOWN","","","","","","",""
"USC00401310","20190101","TMIN","94","","","7","730","USC00401310","365.803","-851.256","268.2","TN","BYRDSTOWN","","","","","","",""
"USC00401310","20190101","TOBS","100","","","7","730","USC00401310","365.803","-851.256","268.2","TN","BYRDSTOWN","","","","","","",""
"USC00401310","20190101","PRCP","216","","","7","730","USC00401310","365.803","-851.256","268.2","TN","BYRDSTOWN","","","","","","",""
"US1HIKI0005","20190101","PRCP","69","","","N","","US1HIKI0005","220.936","-1.593.758","138.7","HI","KAPAA","01. Apr","W","","","","",""
"US1AZMR0026","20190101","PRCP","43","","","N","","US1AZMR0026","336.648","-1.123.710","384.0","AZ","SUN","CITY","WEST","1.0","W","","",""
"USC00170271","20190101","PRCP","140","","","7","700","USC00170271","443.192","-697.089","71.3","ME","AUGUSTA","LANDFILL","","","","","",""
"USC00170271","20190101","SNOW","64","","","7","","USC00170271","443.192","-697.089","71.3","ME","AUGUSTA","LANDFILL","","","","","",""
"USS0010E12S","20190101","TMAX","-71","","","T","","USS0010E12S","441.300","-1.106.700","2109.2","WY","Snake","River","Station","","","","",""
"USS0010E12S","20190101","TMIN","-288","","","T","","USS0010E12S","441.300","-1.106.700","2109.2","WY","Snake","River","Station","","","","",""
"USS0010E12S","20190101","TOBS","-166","","","T","","USS0010E12S","441.300","-1.106.700","2109.2","WY","Snake","River","Station","","","","",""
"USS0010E12S","20190101","PRCP","0","","","T","","USS0010E12S","441.300","-1.106.700","2109.2","WY","Snake","River","Station","","","","",""
"USS0010E12S","20190101","SNWD","838","","","T","","USS0010E12S","441.300","-1.106.700","2109.2","WY","Snake","River","Station","","","","",""
"USS0010E12S","20190101","TAVG","-179","","","T","","USS0010E12S","441.300","-1.106.700","2109.2","WY","Snake","River","Station","","","","",""
"USS0010E12S","20190101","WESD","1626","","","T","","USS0010E12S","441.300","-1.106.700","2109.2","WY","Snake","River","Station","","","","",""
"US1TXTV0135","20190101","PRCP","0","","","N","","US1TXTV0135","301.122","-977.493","211.2","TX","CREEDMOOR","01. Mai","NNW","","","","",""
"US1TXTV0135","20190101","SNOW","0","","","N","","US1TXTV0135","301.122","-977.493","211.2","TX","CREEDMOOR","01. Mai","NNW","","","","",""
"US1SCGV0044","20190101","PRCP","0","T","","N","","US1SCGV0044","346.660","-822.734","252.1","SC","SIMPSONVILLE","04. Jun","S","","","","",""
"ASM00094299","20190101","TMAX","307","","","S","","ASM00094299","-162.880","1.499.650","9.0","WILLIS","ISLAND","GSN","94299","","","","",""
"ASM00094299","20190101","PRCP","5","","","S","","ASM00094299","-162.880","1.499.650","9.0","WILLIS","ISLAND","GSN","94299","","","","",""
"ASM00094299","20190101","TAVG","278","H","","S","","ASM00094299","-162.880","1.499.650","9.0","WILLIS","ISLAND","GSN","94299","","","","",""
"US1CASR0035","20190101","PRCP","0","","","N","","US1CASR0035","349.237","-1.170.177","661.4","CA","BARSTOW","04. Feb","NE","","","","",""
"US1CASR0035","20190101","SNOW","0","","","N","","US1CASR0035","349.237","-1.170.177","661.4","CA","BARSTOW","04. Feb","NE","","","","",""
"USR0000CEDM","20190101","TMAX","-56","H","","U","","USR0000CEDM","403.008","-1.127.764","1219.2","UT","CEDAR","MOUNTAINS","-","STOCKTON","24W","","",""
"USR0000CEDM","20190101","TMIN","-167","H","","U","","USR0000CEDM","403.008","-1.127.764","1219.2","UT","CEDAR","MOUNTAINS","-","STOCKTON","24W","","",""
"USR0000CEDM","20190101","TAVG","-109","","","U","","USR0000CEDM","403.008","-1.127.764","1219.2","UT","CEDAR","MOUNTAINS","-","STOCKTON","24W","","",""
"CA006078282","20190101","TMAX","-200","","","C","","CA006078282","485.500","-813.833","294.0","ON","TIMMINS","CLIMATE","71193","","","","",""
"CA006078282","20190101","TMIN","-299","","","C","","CA006078282","485.500","-813.833","294.0","ON","TIMMINS","CLIMATE","71193","","","","",""
"CA006078282","20190101","PRCP","0","","","C","","CA006078282","485.500","-813.833","294.0","ON","TIMMINS","CLIMATE","71193","","","","",""
"CA006078282","20190101","SNWD","190","","","C","","CA006078282","485.500","-813.833","294.0","ON","TIMMINS","CLIMATE","71193","","","","",""
"CA006078282","20190101","TAVG","-250","","","C","","CA006078282","485.500","-813.833","294.0","ON","TIMMINS","CLIMATE","71193","","","","",""
"CA006078282","20190101","WDFG","31","","","C","","CA006078282","485.500","-813.833","294.0","ON","TIMMINS","CLIMATE","71193","","","","",""
"CA006078282","20190101","WSFG","380","","","C","","CA006078282","485.500","-813.833","294.0","ON","TIMMINS","CLIMATE","71193","","","","",""
"USC00332067","20190101","TMAX","167","","","7","800","USC00332067","397.633","-841.911","219.5","OH","DAYTON","MCD","","","","","",""
"USC00332067","20190101","TMIN","39","","","7","800","USC00332067","397.633","-841.911","219.5","OH","DAYTON","MCD","","","","","",""
"USC00332067","20190101","TOBS","39","","","7","800","USC00332067","397.633","-841.911","219.5","OH","DAYTON","MCD","","","","","",""
"USC00332067","20190101","PRCP","272","","","7","800","USC00332067","397.633","-841.911","219.5","OH","DAYTON","MCD","","","","","",""
"USC00336389","20190101","TMAX","128","","","7","1700","USC00336389","417.525","-812.956","182.9","OH","PAINESVILLE","4","NW","","","","",""
"USC00336389","20190101","TMIN","17","","","7","1700","USC00336389","417.525","-812.956","182.9","OH","PAINESVILLE","4","NW","","","","",""
"USC00336389","20190101","TOBS","17","","","7","1700","USC00336389","417.525","-812.956","182.9","OH","PAINESVILLE","4","NW","","","","",""
"USC00336389","20190101","PRCP","0","","","7","1700","USC00336389","417.525","-812.956","182.9","OH","PAINESVILLE","4","NW","","","","",""
"USC00336389","20190101","SNOW","0","","","7","","USC00336389","417.525","-812.956","182.9","OH","PAINESVILLE","4","NW","","","","",""
"USC00336389","20190101","SNWD","0","","","7","","USC00336389","417.525","-812.956","182.9","OH","PAINESVILLE","4","NW","","","","",""
"USS0007E23S","20190101","TMAX","-81","","","T","","USS0007E23S","445.000","-1.074.300","2920.0","WY","Shell","Creek","","","","","",""
"USS0007E23S","20190101","TMIN","-247","","","T","","USS0007E23S","445.000","-1.074.300","2920.0","WY","Shell","Creek","","","","","",""
"USS0007E23S","20190101","TOBS","-109","","","T","","USS0007E23S","445.000","-1.074.300","2920.0","WY","Shell","Creek","","","","","",""
"USS0007E23S","20190101","PRCP","76","","","T","","USS0007E23S","445.000","-1.074.300","2920.0","WY","Shell","Creek","","","","","",""
"USS0007E23S","20190101","SNWD","914","","","T","","USS0007E23S","445.000","-1.074.300","2920.0","WY","Shell","Creek","","","","","",""
"USS0007E23S","20190101","TAVG","-164","","","T","","USS0007E23S","445.000","-1.074.300","2920.0","WY","Shell","Creek","","","","","",""
"USS0007E23S","20190101","WESD","1956","","","T","","USS0007E23S","445.000","-1.074.300","2920.0","WY","Shell","Creek","","","","","",""
"USR0000TLGR","20190101","TMAX","106","H","","U","","USR0000TLGR","299.075","-968.600","47.2","TX","LA","GRANGE","TEXAS","","","","",""
"USR0000TLGR","20190101","TMIN","28","H","","U","","USR0000TLGR","299.075","-968.600","47.2","TX","LA","GRANGE","TEXAS","","","","",""
"USR0000TLGR","20190101","TAVG","67","","","U","","USR0000TLGR","299.075","-968.600","47.2","TX","LA","GRANGE","TEXAS","","","","",""
"ASN00009801","20190101","PRCP","0","","","a","","ASN00009801","-341.597","1.151.892","20.0","ALEXANDRA","BRIDGE","","","","","","",""
"SWE00140914","20190101","TMAX","-80","","","E","","SWE00140914","679.100","186.100","1150.0","TARFALA_A","","","","","","","",""
"SWE00140914","20190101","TMIN","-132","","","E","","SWE00140914","679.100","186.100","1150.0","TARFALA_A","","","","","","","",""
"USC00203530","20190101","PRCP","5","","","7","900","USC00203530","464.747","-855.925","258.2","MI","HALFWAY","LAKE","","","","","",""
"USC00203530","20190101","SNOW","13","","","7","","USC00203530","464.747","-855.925","258.2","MI","HALFWAY","LAKE","","","","","",""
"USC00203530","20190101","SNWD","102","","","7","900","USC00203530","464.747","-855.925","258.2","MI","HALFWAY","LAKE","","","","","",""
"US1COJF0410","20190101","PRCP","30","","","N","","US1COJF0410","398.713","-1.050.677","1652.6","CO","WESTMINSTER","01. Jan","SW","","","","",""
"US1COJF0410","20190101","SNOW","56","","","N","","US1COJF0410","398.713","-1.050.677","1652.6","CO","WESTMINSTER","01. Jan","SW","","","","",""
"ASN00060031","20190101","PRCP","0","","","a","","ASN00060031","-313.364","1.527.852","10.0","TELEGRAPH","POINT","(FARRAWELLS","RO","","","","",""
"CA006131415","20190101","TMAX","5","","","C","","CA006131415","423.833","-822.167","180.0","ON","CHATHAM","WPCP","","","","","",""
"CA006131415","20190101","PRCP","0","","","C","","CA006131415","423.833","-822.167","180.0","ON","CHATHAM","WPCP","","","","","",""
"CA006131415","20190101","SNOW","0","","","C","","CA006131415","423.833","-822.167","180.0","ON","CHATHAM","WPCP","","","","","",""
"USC00205822","20190101","TMAX","94","","","7","700","USC00205822","419.497","-832.800","176.2","MI","NEWPORT","4SSE","","","","","",""
"USC00205822","20190101","TMIN","17","","","7","700","USC00205822","419.497","-832.800","176.2","MI","NEWPORT","4SSE","","","","","",""
"USC00205822","20190101","TOBS","17","","","7","700","USC00205822","419.497","-832.800","176.2","MI","NEWPORT","4SSE","","","","","",""
"USC00205822","20190101","PRCP","198","","","7","700","USC00205822","419.497","-832.800","176.2","MI","NEWPORT","4SSE","","","","","",""
"USC00205822","20190101","SNOW","0","","","7","","USC00205822","419.497","-832.800","176.2","MI","NEWPORT","4SSE","","","","","",""
"USC00205822","20190101","SNWD","0","","","7","","USC00205822","419.497","-832.800","176.2","MI","NEWPORT","4SSE","","","","","",""
"USC00307484","20190101","TMAX","94","","","7","1600","USC00307484","430.411","-738.211","99.4","NY","SARATOGA","SPRINGS","4","SW","HCN","","",""
"USC00307484","20190101","TMIN","-39","","","7","1600","USC00307484","430.411","-738.211","99.4","NY","SARATOGA","SPRINGS","4","SW","HCN","","",""
"USC00307484","20190101","TOBS","44","","","7","1600","USC00307484","430.411","-738.211","99.4","NY","SARATOGA","SPRINGS","4","SW","HCN","","",""
"USC00307484","20190101","PRCP","246","","","7","1600","USC00307484","430.411","-738.211","99.4","NY","SARATOGA","SPRINGS","4","SW","HCN","","",""
"USC00307484","20190101","SNOW","0","","","7","","USC00307484","430.411","-738.211","99.4","NY","SARATOGA","SPRINGS","4","SW","HCN","","",""
"USC00307484","20190101","SNWD","0","","","7","1600","USC00307484","430.411","-738.211","99.4","NY","SARATOGA","SPRINGS","4","SW","HCN","","",""
"ASN00040188","20190101","PRCP","0","","","a","","ASN00040188","-272.675","1.526.275","230.0","SIM","JUE","CREEK","","","","","",""
"US1TXTV0219","20190101","PRCP","0","","","N","","US1TXTV0219","304.179","-977.757","260.0","TX","AUSTIN","07. Sep","N","","","","",""
"US1TXTV0219","20190101","SNOW","0","","","N","","US1TXTV0219","304.179","-977.757","260.0","TX","AUSTIN","07. Sep","N","","","","",""
"USC00231600","20190101","SNOW","0","","","7","","USC00231600","395.333","-916.453","214.0","MO","CLARENCE","CANNON","DAM","","","","",""
"USC00231600","20190101","SNWD","0","","","7","","USC00231600","395.333","-916.453","214.0","MO","CLARENCE","CANNON","DAM","","","","",""
"USC00169074","20190101","PRCP","0","","","7","800","USC00169074","312.022","-935.725","55.2","LA","TOLEDO","BEND","LAKE","","","","",""
"USC00169074","20190101","SNOW","0","","","7","","USC00169074","312.022","-935.725","55.2","LA","TOLEDO","BEND","LAKE","","","","",""
"USC00169074","20190101","SNWD","0","","","7","800","USC00169074","312.022","-935.725","55.2","LA","TOLEDO","BEND","LAKE","","","","",""
"SWE00137728","20190101","PRCP","0","","","E","","SWE00137728","562.800","145.200","65.0","OLOFSTROM","","","","","","","",""
"US1KSKM0014","20190101","PRCP","0","","","N","","US1KSKM0014","376.440","-981.233","470.0","KS","KINGMAN","0.6","WSW","","","","",""
"US1KSKM0014","20190101","SNOW","0","","","N","","US1KSKM0014","376.440","-981.233","470.0","KS","KINGMAN","0.6","WSW","","","","",""
"NLE00109142","20190101","PRCP","7","","","E","","NLE00109142","520.000","42.500","-1.0","HONSELERSDIJK","","","","","","","",""
"NLE00109142","20190101","SNWD","0","","","E","","NLE00109142","520.000","42.500","-1.0","HONSELERSDIJK","","","","","","","",""
"USR0000ACHG","20190101","TMAX","-59","H","","U","","USR0000ACHG","602.233","-1.534.664","1371.6","AK","CHIGMIT","MTNS","ALASKA","","","","",""
"USR0000ACHG","20190101","TMIN","-79","H","","U","","USR0000ACHG","602.233","-1.534.664","1371.6","AK","CHIGMIT","MTNS","ALASKA","","","","",""
"USR0000ACHG","20190101","TAVG","-68","","","U","","USR0000ACHG","602.233","-1.534.664","1371.6","AK","CHIGMIT","MTNS","ALASKA","","","","",""
"NLE00152492","20190101","TMAX","84","","","E","","NLE00152492","511.967","57.625","30.0","ELL","","","","","","","",""
"NLE00152492","20190101","TMIN","44","","","E","","NLE00152492","511.967","57.625","30.0","ELL","","","","","","","",""
"NLE00152492","20190101","PRCP","25","","","E","","NLE00152492","511.967","57.625","30.0","ELL","","","","","","","",""
"ASN00068159","20190101","PRCP","0","","","a","","ASN00068159","-341.653","1.508.097","250.0","WEDDERBURN","(BOOALBYN)","","","","","","",""
"USC00256720","20190101","PRCP","25","","","7","700","USC00256720","421.958","-975.206","480.1","NE","PIERCE","","","","","","",""
"USC00256720","20190101","SNOW","10","","","7","","USC00256720","421.958","-975.206","480.1","NE","PIERCE","","","","","","",""
"USC00256720","20190101","SNWD","76","","","7","700","USC00256720","421.958","-975.206","480.1","NE","PIERCE","","","","","","",""
"ASN00087095","20190101","PRCP","0","","","a","","ASN00087095","-376.111","1.443.000","450.0","PYKES","CREEK","RESERVOIR","","","","","",""
"GME00121174","20190101","TMAX","27","","","E","","GME00121174","504.978","99.439","921.0","WASSERKUPPE","10544","","","","","","",""
"GME00121174","20190101","TMIN","-36","","","E","","GME00121174","504.978","99.439","921.0","WASSERKUPPE","10544","","","","","","",""
"GME00121174","20190101","PRCP","93","","","E","","GME00121174","504.978","99.439","921.0","WASSERKUPPE","10544","","","","","","",""
"GME00121174","20190101","SNWD","0","","","E","","GME00121174","504.978","99.439","921.0","WASSERKUPPE","10544","","","","","","",""
"USS0010G13S","20190101","TMAX","-97","","","T","","USS0010G13S","424.900","-1.105.300","2456.7","WY","Snider","Basin","","","","","",""
"USS0010G13S","20190101","TMIN","-325","","","T","","USS0010G13S","424.900","-1.105.300","2456.7","WY","Snider","Basin","","","","","",""
"USS0010G13S","20190101","TOBS","-220","","","T","","USS0010G13S","424.900","-1.105.300","2456.7","WY","Snider","Basin","","","","","",""
"USS0010G13S","20190101","PRCP","0","","","T","","USS0010G13S","424.900","-1.105.300","2456.7","WY","Snider","Basin","","","","","",""
"USS0010G13S","20190101","SNWD","660","","","T","","USS0010G13S","424.900","-1.105.300","2456.7","WY","Snider","Basin","","","","","",""
"USS0010G13S","20190101","TAVG","-216","","","T","","USS0010G13S","424.900","-1.105.300","2456.7","WY","Snider","Basin","","","","","",""
"USS0010G13S","20190101","WESD","1143","","","T","","USS0010G13S","424.900","-1.105.300","2456.7","WY","Snider","Basin","","","","","",""
"US1VAST0002","20190101","PRCP","25","","","N","","US1VAST0002","368.302","-769.892","29. Jun","VA","SEDLEY","03. Jul","N","","","","",""
